Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2/21/2007,398.1395264,398.1395264,390.5559163,398.1395264,80560000,0,0
2/22/2007,390.5559692,398.1395803,386.7641637,390.5559692,72590000,0,0
2/23/2007,382.9722595,390.5558686,379.180455,382.9722595,275790000,0,0
2/26/2007,375.3887939,382.9724059,375.3887939,375.3887939,83490000,0,0
2/27/2007,375.3887939,379.1805999,373.4928909,375.3887939,121760000,0,0
2/28/2007,373.4928589,373.4928589,356.4297334,373.4928589,339890000,0,0
3/1/2007,375.3887939,381.0765029,371.5969879,375.3887939,159400000,0,0
3/2/2007,367.8050842,375.3886942,367.8050842,367.8050842,423780000,0,0
3/5/2007,364.0132446,365.9091469,362.1173423,364.0132446,169810000,0,0
3/6/2007,373.4928589,373.4928589,367.8051504,373.4928589,102630000,0,0
3/7/2007,373.4928589,375.3887617,369.7010532,373.4928589,132480000,0,0
3/8/2007,377.2845764,377.2845764,371.5968692,377.2845764,87560000,0,0
3/9/2007,375.3887939,379.1805999,375.3887939,375.3887939,35830000,0,0
3/12/2007,386.7640686,388.6599709,377.2845571,386.7640686,139700000,0,0
3/13/2007,398.1395264,398.1395264,386.7641113,398.1395264,251260000,0,0
3/14/2007,386.7640686,386.7640686,382.972264,386.7640686,98770000,0,0
3/15/2007,382.9722595,390.5558686,382.9722595,382.9722595,71690000,0,0
3/16/2007,379.1805115,386.7641217,375.3887064,379.1805115,45910000,0,0
3/20/2007,379.1805115,382.9723166,371.5969012,379.1805115,30090000,0,0
3/21/2007,382.9722595,386.7640641,375.3886504,382.9722595,33090000,0,0
3/22/2007,394.3477478,398.1395531,386.7641373,394.3477478,191630000,0,0
3/23/2007,390.5559692,394.3477748,386.7641637,390.5559692,66520000,0,0
3/26/2007,390.5559692,390.5559692,386.7641637,390.5559692,18670000,0,0
3/27/2007,390.5559692,394.3477748,386.7641637,390.5559692,121400000,0,0
3/28/2007,390.5559692,390.5559692,386.7641637,390.5559692,56460000,0,0
3/29/2007,386.7640686,390.5558732,382.972264,386.7640686,97860000,0,0
3/30/2007,386.7640686,390.5558732,386.7640686,386.7640686,175860000,0,0
4/2/2007,398.1395264,398.1395264,390.5559163,398.1395264,125690000,0,0
4/3/2007,413.3067932,413.3067932,398.1395714,413.3067932,330880000,0,0
4/4/2007,413.3067932,420.8904041,409.5149878,413.3067932,246640000,0,0
4/5/2007,401.931366,417.0985873,398.1395606,401.931366,182980000,0,0
4/9/2007,405.723175,409.5149804,398.1395643,405.723175,129870000,0,0
4/10/2007,409.5149841,417.0985949,401.9313733,409.5149841,157620000,0,0
4/11/2007,405.723175,417.0985912,401.9313697,405.723175,177010000,0,0
4/12/2007,405.723175,409.5149804,398.1395643,405.723175,75520000,0,0
4/13/2007,401.931366,405.7231713,398.1395606,401.931366,80170000,0,0
4/16/2007,401.931366,405.7231713,401.931366,401.931366,156850000,0,0
4/17/2007,405.723175,405.723175,401.9313697,405.723175,116280000,0,0
4/18/2007,398.1395264,405.7231364,394.3477214,398.1395264,133120000,0,0
4/19/2007,390.5559692,401.9313858,386.7641637,390.5559692,115320000,0,0
4/20/2007,398.1395643,405.723175,394.3477589,405.723175,73070000,0,0
4/23/2007,405.723175,409.5149804,401.9313697,405.723175,171150000,0,0
4/24/2007,405.723175,405.723175,401.9313697,405.723175,88920000,0,0
4/25/2007,409.5149841,409.5149841,405.7231787,409.5149841,59190000,0,0
4/26/2007,405.723175,413.3067858,405.723175,405.723175,167980000,0,0
4/27/2007,413.3067932,417.0985987,405.7231823,413.3067932,224650000,0,0
4/30/2007,401.931366,413.306782,398.1395606,401.931366,192140000,0,0
5/1/2007,401.931366,405.7231713,401.931366,401.931366,82300000,0,0
5/2/2007,401.931366,405.7231713,401.931366,401.931366,120330000,0,0
5/3/2007,401.931366,413.306782,401.931366,401.931366,70310000,0,0
5/4/2007,405.7231787,409.5149841,401.9313733,409.5149841,91930000,0,0
5/7/2007,413.3067932,413.3067932,405.7231823,413.3067932,59890000,0,0
5/8/2007,409.5149841,413.3067895,405.7231787,409.5149841,71060000,0,0
5/9/2007,413.3067932,413.3067932,401.9313769,413.3067932,134050000,0,0
5/10/2007,409.5149841,413.3067895,405.7231787,409.5149841,165000000,0,0
5/11/2007,398.1395264,409.5149414,398.1395264,398.1395264,92330000,0,0
5/14/2007,413.3067932,417.0985987,401.9313769,413.3067932,213440000,0,0
5/15/2007,413.3067932,413.3067932,409.5149878,413.3067932,85380000,0,0
5/16/2007,420.8902893,420.8902893,413.3066805,420.8902893,199430000,0,0
5/21/2007,417.0986023,420.8904078,409.5149913,417.0986023,141570000,0,0
5/22/2007,417.0986023,420.8904078,413.3067968,417.0986023,123530000,0,0
5/23/2007,420.8902893,428.4738981,417.0984849,420.8902893,456490000,0,0
5/24/2007,417.0986023,417.0986023,409.5149913,417.0986023,147000000,0,0
5/25/2007,405.723175,409.5149804,401.9313697,405.723175,215520000,0,0
5/28/2007,417.0986023,417.0986023,405.7231859,417.0986023,96840000,0,0
5/29/2007,405.723175,417.0985912,405.723175,405.723175,53130000,0,0
5/30/2007,401.931366,409.5149766,394.3477553,401.931366,212350000,0,0
5/31/2007,405.7231364,405.7231364,390.5559163,398.1395264,405150000,0,0
6/4/2007,401.931366,401.931366,394.3477553,401.931366,424280000,0,0
6/5/2007,409.5149841,409.5149841,398.1395679,409.5149841,310170000,0,0
6/6/2007,409.5149841,409.5149841,405.7231787,409.5149841,301230000,0,0
6/7/2007,417.0986023,417.0986023,405.7231859,417.0986023,332940000,0,0
6/8/2007,409.5149841,413.3067895,405.7231787,409.5149841,599000000,0,0
6/11/2007,410.6772461,418.4258734,402.9286188,410.6772461,309420000,11.5,0
6/12/2007,414.5515747,414.5515747,406.8029471,414.5515747,161110000,0,0
6/13/2007,414.5515747,414.5515747,406.8029471,414.5515747,112650000,0,0
6/14/2007,414.5515747,414.5515747,410.6772609,414.5515747,66460000,0,0
6/15/2007,414.5515747,414.5515747,410.6772609,414.5515747,296700000,0,0
6/18/2007,418.4259338,418.4259338,410.6773054,418.4259338,292620000,0,0
6/19/2007,414.5515747,418.4258885,410.6772609,414.5515747,157410000,0,0
6/20/2007,414.5515747,414.5515747,410.6772609,414.5515747,124290000,0,0
6/21/2007,414.5515747,414.5515747,406.8029471,414.5515747,271230000,0,0
6/22/2007,414.5515747,414.5515747,406.8029471,414.5515747,72600000,0,0
6/25/2007,414.5515747,414.5515747,406.8029471,414.5515747,123460000,0,0
6/26/2007,414.5515747,414.5515747,410.6772609,414.5515747,160440000,0,0
6/27/2007,414.5515747,414.5515747,406.8029471,414.5515747,148770000,0,0
6/28/2007,410.6772461,414.5515597,410.6772461,410.6772461,219430000,0,0
6/29/2007,410.6772601,426.1745152,410.6772601,422.3002014,759090000,0,0
7/2/2007,426.1744385,430.0487516,422.3001254,426.1744385,198660000,0,0
7/3/2007,426.1744979,449.4203796,426.1744979,449.4203796,1085570000,0,0
7/4/2007,445.546051,453.294678,441.6717375,445.546051,273410000,0,0
7/5/2007,445.546051,449.4203645,441.6717375,445.546051,109180000,0,0
7/6/2007,441.6718445,441.6718445,430.0489012,441.6718445,318980000,0,0
7/9/2007,453.2947388,453.2947388,437.7974827,453.2947388,373960000,0,0
7/10/2007,457.1689453,457.1689453,445.546006,457.1689453,280680000,0,0
7/11/2007,453.2947388,453.2947388,445.5461108,453.2947388,142950000,0,0
7/12/2007,449.4203796,457.1690069,449.4203796,449.4203796,128580000,0,0
7/13/2007,453.2947388,457.1690528,445.5461108,453.2947388,134830000,0,0
7/16/2007,445.546051,457.1689915,445.546051,445.546051,60520000,0,0
7/17/2007,457.1689453,461.0432584,445.546006,457.1689453,99710000,0,0
7/18/2007,457.1689453,457.1689453,453.2946322,457.1689453,113990000,0,0
7/19/2007,461.043335,464.9176487,453.2947075,461.043335,82300000,0,0
7/20/2007,480.414917,484.2892308,464.9176616,480.414917,321640000,0,0
7/23/2007,476.5407078,488.1636519,472.6663931,484.2893372,225720000,0,0
7/24/2007,488.1634827,499.7864227,480.414856,488.1634827,300160000,0,0
7/25/2007,484.2891395,507.5350182,480.4148264,495.9120789,426390000,0,0
7/26/2007,495.9121724,495.9121724,476.5406031,480.414917,277470000,0,0
7/27/2007,464.9176174,476.5405579,457.1689905,476.5405579,261680000,0,0
7/30/2007,476.5406657,476.5406657,464.9177226,472.6663513,240420000,0,0
7/31/2007,476.5405426,488.1634827,472.6662292,488.1634827,218630000,0,0
8/1/2007,464.9176331,480.4148875,461.0433194,464.9176331,364220000,0,0
8/2/2007,472.6663513,476.5406657,449.4204652,472.6663513,411970000,0,0
8/3/2007,476.5405579,480.4148713,464.9176174,476.5405579,305560000,0,0
8/6/2007,495.9120789,507.5350182,480.4148264,495.9120789,366600000,0,0
8/7/2007,453.2947388,464.9176808,453.2947388,453.2947388,199240000,0,0
8/8/2007,453.294677,476.5405579,453.294677,476.5405579,590770000,0,0
8/9/2007,476.5405579,480.4148713,464.9176174,476.5405579,127440000,0,0
8/10/2007,464.9176331,464.9176331,453.2946922,464.9176331,70780000,0,0
8/13/2007,468.7919922,468.7919922,457.1690502,468.7919922,30,0,0
8/14/2007,461.043335,461.043335,453.2947075,461.043335,46050000,0,0
8/15/2007,430.0487976,457.1689921,430.0487976,430.0487976,293230000,0,0
8/16/2007,422.3002014,422.3002014,406.8029463,422.3002014,436690000,0,0
8/20/2007,433.9230957,453.2946625,426.174469,433.9230957,588010000,0,0
8/21/2007,430.0487976,441.6717381,430.0487976,430.0487976,219250000,0,0
8/22/2007,445.546051,449.4203645,430.0487971,445.546051,161410000,0,0
8/23/2007,457.1689453,457.1689453,445.546006,457.1689453,300110000,0,0
8/24/2007,464.9176331,464.9176331,445.546065,464.9176331,169940000,0,0
8/27/2007,464.9176331,468.7919467,461.0433194,464.9176331,123490000,0,0
8/28/2007,468.7919922,468.7919922,461.0433642,468.7919922,110790000,0,0
8/29/2007,453.2947388,457.1690528,445.5461108,453.2947388,347050000,0,0
8/30/2007,457.1689453,464.9175715,457.1689453,457.1689453,119020000,0,0
8/31/2007,464.9176331,468.7919467,457.1690058,464.9176331,176790000,0,0
9/3/2007,468.7919922,472.6663062,461.0433642,468.7919922,70450000,0,0
9/4/2007,468.7919922,468.7919922,461.0433642,468.7919922,51960000,0,0
9/5/2007,472.6663513,472.6663513,464.9177226,472.6663513,123290000,0,0
9/6/2007,468.7919922,468.7919922,461.0433642,468.7919922,40740000,0,0
9/7/2007,468.7919922,468.7919922,464.9176782,468.7919922,50960000,0,0
9/10/2007,457.1689453,461.0432584,449.4203191,457.1689453,242330000,0,0
9/11/2007,453.2947388,457.1690528,449.4204248,453.2947388,116400000,0,0
9/12/2007,453.2947388,461.0433668,449.4204248,453.2947388,172750000,0,0
9/13/2007,461.043335,464.9176487,453.2947075,461.043335,100630000,0,0
9/14/2007,464.9176331,464.9176331,457.1690058,464.9176331,47970000,0,0
9/17/2007,461.043335,468.7919624,453.2947075,461.043335,83160000,0,0
9/18/2007,461.043335,461.043335,453.2947075,461.043335,58910000,0,0
9/19/2007,476.5405579,476.5405579,468.7919309,476.5405579,227920000,0,0
9/20/2007,476.5405579,492.0378118,476.5405579,476.5405579,277020000,0,0
9/21/2007,488.1634827,488.1634827,476.5405426,488.1634827,100680000,0,0
9/24/2007,488.1634526,495.9120789,484.2891395,495.9120789,100360000,0,0
9/25/2007,495.9123708,503.6610016,492.0380554,492.0380554,91980000,0,0
9/26/2007,495.9120789,495.9120789,492.0377657,495.9120789,27370000,0,0
9/27/2007,495.9120789,503.6607051,495.9120789,495.9120789,73970000,0,0
9/28/2007,476.5405579,499.7864387,476.5405579,476.5405579,136150000,0,0
10/1/2007,488.1634827,488.1634827,480.414856,488.1634827,41120000,0,0
10/2/2007,495.9123062,503.660936,492.0379913,499.7866211,201300000,0,0
10/3/2007,499.7866211,515.2838807,495.9123062,499.7866211,377160000,0,0
10/4/2007,523.0322266,538.5294777,499.7863498,523.0322266,427230000,0,0
10/5/2007,530.7811279,534.6554427,523.0324983,530.7811279,166420000,0,0
10/8/2007,534.6552734,538.529587,526.9066463,534.6552734,204440000,0,0
10/9/2007,530.7811279,534.6554427,523.0324983,530.7811279,97830000,0,0
10/10/2007,557.9012451,557.9012451,530.7810457,557.9012451,386390000,0,0
10/11/2007,561.7755737,561.7755737,550.1526308,561.7755737,104890000,0,0
10/17/2007,554.0269451,561.7755737,550.1526308,561.7755737,155480000,0,0
10/18/2007,550.1523438,561.7752806,546.2780315,550.1523438,106570000,0,0
10/19/2007,550.1525277,550.1525277,526.9066463,534.6552734,104690000,0,0
10/22/2007,515.2838299,523.0324589,507.5352009,511.4095154,109120000,0,0
10/23/2007,530.7811279,530.7811279,523.0324983,530.7811279,309830000,0,0
10/24/2007,534.6551486,538.5294613,515.2835853,519.1578979,211300000,0,0
10/25/2007,542.4039917,546.2783059,523.0324206,542.4039917,168550000,0,0
10/26/2007,550.1523438,565.6495929,550.1523438,550.1523438,142440000,0,0
10/29/2007,557.9012451,569.5241877,557.9012451,557.9012451,148270000,0,0
10/30/2007,557.9012735,573.3985311,557.9012735,565.6499023,159540000,0,0
10/31/2007,565.6499023,565.6499023,557.9012735,565.6499023,61460000,0,0
11/1/2007,573.398331,585.0212701,569.5240179,577.272644,273690000,0,0
11/2/2007,561.7755879,581.1471599,557.9012735,565.6499023,132370000,0,0
11/5/2007,565.6497965,565.6497965,550.1525418,554.0268555,86150000,0,0
11/6/2007,554.0269451,565.649888,550.1526308,561.7755737,65730000,0,0
11/7/2007,561.7755737,569.5242023,554.0269451,561.7755737,108290000,0,0
11/8/2007,550.1526202,550.1526202,530.781049,542.4039917,196100000,0,0
11/9/2007,542.4039917,542.4039917,530.781049,542.4039917,122790000,0,0
11/12/2007,526.9067383,530.7810525,519.1581098,526.9067383,158460000,0,0
11/13/2007,526.9067348,554.0269344,526.9067348,542.4039917,293080000,0,0
11/14/2007,557.9012451,561.7755593,554.0269309,557.9012451,189810000,0,0
11/15/2007,557.9009683,557.9009683,542.4037192,550.1523438,93360000,0,0
11/16/2007,542.4038543,542.4038543,530.7809145,538.529541,172050000,0,0
11/19/2007,538.5294069,550.1523438,538.5294069,550.1523438,138110000,0,0
11/20/2007,550.1525277,542.4039006,523.0323327,534.6552734,621610000,0,0
11/21/2007,530.7808521,530.7808521,511.4092882,523.0322266,346350000,0,0
11/22/2007,519.1581063,542.4039917,515.2837921,542.4039917,176740000,0,0
11/23/2007,542.4039953,550.1526238,523.032424,526.9067383,289710000,0,0
11/26/2007,534.6552278,538.529541,530.7809145,538.529541,143940000,0,0
11/27/2007,526.9067383,530.7810525,523.032424,526.9067383,114640000,0,0
11/28/2007,534.6552278,538.529541,530.7809145,538.529541,183930000,0,0
11/29/2007,550.1525418,554.0268555,542.4039144,554.0268555,322750000,0,0
11/30/2007,558.3215216,558.3215216,542.7041364,554.4171753,340790000,5.5,0
12/3/2007,554.4173887,566.1304321,550.5130409,566.1304321,281730000,0,0
12/4/2007,566.1304321,566.1304321,558.3217365,566.1304321,392810000,0,0
12/5/2007,566.1304321,566.1304321,558.3217365,566.1304321,248850000,0,0
12/6/2007,570.0347597,581.7478027,566.1304121,581.7478027,550860000,0,0
12/7/2007,581.7478129,589.5565084,577.8434652,585.6521606,451380000,0,0
12/10/2007,593.4608154,593.4608154,581.747773,593.4608154,135020000,0,0
12/11/2007,593.4608154,593.4608154,585.6521205,593.4608154,166780000,0,0
12/12/2007,573.9390366,585.6520782,573.9390366,577.8433838,211110000,0,0
12/13/2007,577.8434551,585.6521504,570.0347597,581.7478027,254490000,0,0
12/14/2007,577.8433838,577.8433838,566.1303422,577.8433838,148890000,0,0
12/17/2007,570.0347078,570.0347078,550.5129712,562.2260132,137280000,0,0
12/18/2007,550.513113,554.4174613,542.7044163,546.6087646,305740000,0,0
12/19/2007,550.512829,554.4171753,542.7041364,554.4171753,212110000,0,0
12/26/2007,558.3216374,573.9390259,554.4172903,573.9390259,214350000,0,0
12/27/2007,573.9391074,581.7478027,570.0347597,581.7478027,194980000,0,0
12/28/2007,581.747896,585.6522443,570.0348511,570.0348511,267210000,0,0
12/31/2007,570.0348511,570.0348511,570.0348511,570.0348511,0,0,0
1/2/2008,570.0347799,570.0347799,562.2260843,566.1304321,59000000,0,0
1/3/2008,558.3215216,562.2258679,546.6084827,554.4171753,206640000,0,0
1/4/2008,558.3216659,562.2260132,550.5129712,562.2260132,563740000,0,0
1/7/2008,554.4171753,554.4171753,546.6084827,554.4171753,219390000,0,0
1/8/2008,554.4172865,558.3216336,550.5129395,550.5129395,204010000,0,0
1/9/2008,546.6086931,566.1304321,546.6086931,566.1304321,432790000,0,0
1/14/2008,562.2260132,566.1303605,550.5129712,562.2260132,257530000,0,0
1/15/2008,562.2258679,562.2258679,546.6084827,554.4171753,156320000,0,0
1/16/2008,542.7042126,546.6085594,527.0868252,538.7998657,197000000,0,0
1/17/2008,538.7998657,546.6085594,519.2781315,538.7998657,246910000,0,0
1/18/2008,527.0868252,538.7998657,515.3737846,538.7998657,206560000,0,0
1/21/2008,515.3739624,530.9913552,511.4696142,515.3739624,82860000,0,0
1/22/2008,499.7563244,499.7563244,460.7128616,491.9476318,418480000,0,0
1/23/2008,507.5651562,519.2781982,503.6608088,519.2781982,256240000,0,0
1/24/2008,519.2781315,538.7998657,519.2781315,538.7998657,252500000,0,0
1/25/2008,538.7999293,562.2260132,538.7999293,562.2260132,265830000,0,0
1/28/2008,546.6086239,566.1303605,542.7042766,562.2260132,46232500,0,2
1/29/2008,562.2260025,562.2260025,546.6086136,558.3216553,43155000,0,0
1/30/2008,558.3216336,558.3216336,538.7998982,550.5129395,63280000,0,0
1/31/2008,550.512829,554.4171753,538.7997901,554.4171753,67277500,0,0
2/1/2008,558.3215216,558.3215216,546.6084827,554.4171753,70682500,0,0
2/4/2008,558.3216659,570.0347078,558.3216659,562.2260132,160312500,0,0
2/5/2008,554.417308,562.2260025,554.417308,558.3216553,64340000,0,0
2/6/2008,558.3216336,550.5129395,542.7042453,550.5129395,21832500,0,0
2/11/2008,546.60886,554.417558,523.182766,534.895813,45520000,0,0
2/12/2008,534.8957034,534.8957034,511.4696142,515.3739624,79762500,0,0
2/13/2008,523.182524,523.182524,503.660788,511.4694824,164620000,0,0
2/14/2008,519.278417,542.704511,519.278417,534.895813,221150000,0,0
2/15/2008,523.1824783,538.7998657,523.1824783,538.7998657,114100000,0,0
2/18/2008,542.7041364,558.3215216,538.7997901,554.4171753,254127500,0,0
2/19/2008,558.3216553,566.1303498,554.417308,558.3216553,175582500,0,0
2/20/2008,562.2260132,562.2260132,554.4173186,562.2260132,142767500,0,0
2/21/2008,562.2261545,570.0348511,558.3218062,570.0348511,246070000,0,0
2/22/2008,562.2260132,570.0347078,562.2260132,562.2260132,87932500,0,0
2/25/2008,566.1303316,573.9390259,562.2259845,573.9390259,161785000,0,0
2/26/2008,573.9391994,573.9391994,566.1305028,570.0348511,74787500,0,0
2/27/2008,570.034697,573.9390442,554.417308,558.3216553,98052500,0,0
2/28/2008,554.4171753,554.4171753,546.6084827,554.4171753,78697500,0,0
2/29/2008,550.5129608,558.3216553,546.6086136,558.3216553,239882500,0,0
3/3/2008,546.6085924,562.2259807,538.7998982,550.5129395,220445000,0,0
3/4/2008,554.4173186,562.2260132,542.7042766,562.2260132,99600000,0,0
3/5/2008,566.1304321,566.1304321,550.5130409,566.1304321,145715000,0,0
3/6/2008,566.1302142,566.1302142,550.512829,554.4171753,47957500,0,0
3/10/2008,538.7997555,546.6084476,519.2780252,542.7041016,104792500,0,0
3/11/2008,530.991272,534.8956196,519.2782292,530.991272,136135000,0,0
3/12/2008,546.6085924,550.5129395,538.7998982,550.5129395,84707500,0,0
3/13/2008,538.7999671,546.6086623,523.1825768,530.991272,169525000,0,0
3/14/2008,530.9912184,530.9912184,507.5651352,511.4694824,94057500,0,0
3/17/2008,499.7564338,499.7564338,452.9042682,464.6173096,306787500,0,0
3/18/2008,468.5216567,472.4260038,441.1912267,464.6173096,135127500,0,0
3/19/2008,480.2347033,499.7564392,460.7129674,499.7564392,269415000,0,0
3/24/2008,484.1389393,491.9476318,472.4259004,491.9476318,54520000,0,0
3/25/2008,495.8519781,499.7563244,484.1389393,491.9476318,236615000,0,0
3/26/2008,488.0432856,495.8519781,484.1389393,491.9476318,112637500,0,0
3/27/2008,488.0434265,488.0434265,476.3303843,488.0434265,175682500,0,0
3/28/2008,484.1389836,507.5650635,484.1389836,507.5650635,141785000,0,0
3/31/2008,499.7563702,515.3737568,495.8520236,507.5650635,208330000,0,0
4/1/2008,507.5651526,511.4694999,476.3303739,484.1390686,182272500,0,0
4/2/2008,491.9476899,495.8520366,476.3303029,480.2346497,99405000,0,0
4/3/2008,484.1390986,484.1390986,460.7130132,472.4260559,175502500,0,0
4/4/2008,476.3303951,503.6608276,448.9999626,503.6608276,210140000,0,0
4/7/2008,491.9478039,491.9478039,448.9999797,452.9043274,366425000,0,0
4/8/2008,448.9999484,448.9999484,433.3825589,441.1912537,135675000,0,0
4/9/2008,437.2869673,441.1913153,421.6695756,429.4782715,187262500,0,0
4/10/2008,421.6695462,456.808675,417.7651985,452.9043274,186030000,0,0
4/11/2008,460.7130227,464.6173703,448.9999797,452.9043274,225492500,0,0
4/14/2008,441.1913246,445.0956726,433.3826286,445.0956726,102550000,0,0
4/15/2008,448.9999105,460.7129517,445.0955635,460.7129517,81452500,0,0
4/16/2008,464.6174006,476.3304443,460.7130527,476.3304443,117947500,0,0
4/17/2008,484.1389393,491.9476318,476.3302467,491.9476318,205577500,0,0
4/18/2008,495.8520236,511.4694101,491.9476769,507.5650635,207367500,0,0
4/21/2008,515.3739754,519.2783237,484.139189,495.8522339,155187500,0,0
4/22/2008,491.9477188,491.9477188,460.712943,468.521637,105810000,0,0
4/23/2008,468.5216567,472.4260038,456.8086153,464.6173096,88570000,0,0
4/24/2008,472.4259839,472.4259839,460.712943,468.521637,79300000,0,0
4/25/2008,464.6172987,464.6172987,452.9042576,460.7129517,68750000,0,0
4/28/2008,460.7130646,460.7130646,437.2869766,445.0956726,41755000,0,0
4/29/2008,452.9043073,464.6173497,448.9999598,456.8086548,57597500,0,0
4/30/2008,452.9042491,468.521637,448.9999021,468.521637,60267500,0,0
5/5/2008,491.9476318,499.7563244,488.0432856,491.9476318,105005000,0,0
5/6/2008,495.8519781,507.565017,488.0432856,491.9476318,119735000,0,0
5/7/2008,491.9478856,495.8522339,484.139189,495.8522339,42477500,0,0
5/8/2008,491.9478856,503.6609305,488.0435373,495.8522339,102915000,0,0
5/9/2008,495.8519781,499.7563244,488.0432856,491.9476318,31062500,0,0
5/12/2008,484.139189,495.8522339,484.139189,495.8522339,37305000,0,0
5/13/2008,499.7564392,507.5651336,495.852092,499.7564392,99812500,0,0
5/14/2008,495.8521213,495.8521213,484.1390791,488.0434265,84685000,0,0
5/15/2008,499.7565822,499.7565822,491.9478856,495.8522339,19942500,0,0
5/16/2008,499.7564688,499.7564688,484.1390791,488.0434265,34087500,0,0
5/21/2008,480.2347922,480.2347922,468.5217485,476.3304443,128967500,0,0
5/22/2008,472.4260559,472.4260559,464.6173608,472.4260559,92730000,0,0
5/23/2008,472.4260447,476.3303922,452.9043073,456.8086548,85275000,0,0
5/26/2008,445.0955312,456.8085715,445.0955312,448.9998779,113152500,0,0
5/27/2008,437.2868652,448.9999063,433.3825182,437.2868652,127025000,0,0
5/28/2008,437.2868652,441.1912122,429.4781712,437.2868652,117847500,0,0
5/29/2008,437.2868652,441.1912122,429.4781712,437.2868652,181555000,0,0
5/30/2008,441.1912011,441.1912011,433.3825073,433.3825073,60180000,0,0
6/2/2008,437.2868652,441.1912122,433.3825182,437.2868652,71402500,0,0
6/3/2008,425.5738525,433.3825471,421.6695053,425.5738525,146997500,0,0
6/4/2008,425.573893,429.4782407,417.7651978,417.7651978,63477500,0,0
6/5/2008,417.7651172,425.573811,413.8607703,421.6694641,166987500,0,0
6/6/2008,429.4781998,429.4781998,421.6695053,425.5738525,111212500,0,0
6/9/2008,406.0521548,417.7651978,406.0521548,417.7651978,77522500,0,0
6/10/2008,421.6694727,421.6694727,394.339044,413.8607788,124242500,0,0
6/11/2008,413.8608602,417.7652079,406.0521647,409.9565125,76855000,0,0
6/12/2008,398.2434692,409.9565125,398.2434692,409.9565125,112672500,0,0
6/13/2008,416.1181946,420.1193311,408.1159216,416.1181946,58812500,12.7,0
6/16/2008,408.1159363,424.1204828,408.1159363,408.1159363,53297500,0,0
6/17/2008,400.1137085,408.1159827,396.1125714,400.1137085,102620000,0,0
6/18/2008,400.1137085,400.1137085,392.1114343,400.1137085,66712500,0,0
6/19/2008,396.1126404,400.1137782,388.1103648,396.1126404,86967500,0,0
6/20/2008,396.1126404,400.1137782,392.1115026,396.1126404,71782500,0,0
6/23/2008,376.1068726,392.1114203,372.1057356,376.1068726,131415000,0,0
6/24/2008,372.1057739,376.1069113,364.1034992,372.1057739,191915000,0,0
6/25/2008,380.1079712,380.1079712,368.1045616,380.1079712,139435000,0,0
6/26/2008,388.1102295,392.1113659,380.1079567,388.1102295,253072500,0,0
6/27/2008,376.1068726,384.1091464,372.1057356,376.1068726,103580000,0,0
6/30/2008,396.1126404,396.1126404,380.1080893,396.1126404,119597500,0,0
7/1/2008,412.1170959,420.1193697,400.1136854,412.1170959,139017500,0,0
7/2/2008,412.1170959,432.1227802,412.1170959,412.1170959,161507500,0,0
7/3/2008,420.1193848,420.1193848,396.1125628,420.1193848,132317500,0,0
7/4/2008,416.1181946,428.121604,416.1181946,416.1181946,91017500,0,0
7/7/2008,416.1181946,420.1193311,400.1136486,416.1181946,23840000,0,0
7/8/2008,412.117074,440.1250305,408.1159374,440.1250305,216222500,0,0
7/9/2008,456.1297607,456.1297607,440.1252077,456.1297607,163502500,0,0
7/10/2008,444.1261597,456.1295694,436.1238865,444.1261597,74302500,0,0
7/11/2008,448.1272583,448.1272583,436.1238496,448.1272583,33247500,0,0
7/14/2008,448.1272583,452.1283945,436.1238496,448.1272583,25897500,0,0
7/15/2008,420.1193848,440.1250698,420.1193848,420.1193848,42710000,0,0
7/16/2008,424.1205444,440.1250933,416.11827,424.1205444,99762500,0,0
7/17/2008,424.1205444,440.1250933,424.1205444,424.1205444,69755000,0,0
7/18/2008,428.121582,440.1249909,424.1204458,428.121582,54415000,0,0
7/21/2008,448.1272583,452.1283945,436.1238496,448.1272583,107580000,0,0
7/22/2008,452.1285095,452.1285095,440.1250978,452.1285095,23800000,0,0
7/23/2008,464.1319885,468.1331264,456.1297129,464.1319885,192637500,0,0
7/24/2008,464.1318229,496.1409142,464.1318229,488.1386414,250862500,0,0
7/25/2008,472.1341858,480.1364601,460.1307743,472.1341858,80612500,0,0
7/28/2008,476.1352234,476.1352234,472.1340871,476.1352234,35960000,0,0
7/29/2008,480.1364136,484.1375504,464.1318665,480.1364136,66225000,0,0
7/31/2008,484.1374817,500.1420265,480.1363455,484.1374817,104527500,0,0
8/1/2008,468.1330872,484.1376371,468.1330872,468.1330872,49625000,0,0
8/4/2008,480.1364136,480.1364136,464.1318665,480.1364136,39932500,0,0
8/5/2008,480.1364136,488.1386871,472.13414,480.1364136,60995000,0,0
8/6/2008,484.1374817,496.1408903,480.1363455,484.1374817,78732500,0,0
8/7/2008,484.1374817,496.1408903,480.1363455,484.1374817,94050000,0,0
8/8/2008,472.1341858,484.1375973,468.1330486,472.1341858,29585000,0,0
8/11/2008,476.1352234,484.1374961,472.1340871,476.1352234,34925000,0,0
8/12/2008,476.1352119,480.1363482,448.1272583,448.1272583,40422500,0,0
8/13/2008,448.1273193,480.1364136,448.1273193,480.1364136,44947500,0,0
8/14/2008,472.1341858,488.1387345,464.1319115,472.1341858,38817500,0,0
